"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: density","Param: size"
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,27757.716802,83.684372,"ops/s",0.5,64
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,27490.028771,105.639074,"ops/s",0.5,128
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,27775.250971,225.078896,"ops/s",0.5,256
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,26058.933483,158.548127,"ops/s",0.5,512
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,25508.088773,39.029591,"ops/s",0.5,1024
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,25351.166013,34.119693,"ops/s",0.5,2048
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,24507.450279,94.168844,"ops/s",0.5,4096
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,23139.222281,68.612596,"ops/s",0.5,8192
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,22121.344152,57.827661,"ops/s",0.5,16384
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,20185.344374,57.975601,"ops/s",0.5,32768
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,20205.520882,12.217056,"ops/s",0.5,65536
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,19749.194117,24.679444,"ops/s",0.5,131072
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,19330.887225,139.158918,"ops/s",0.5,262144
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,18287.274315,220.752129,"ops/s",0.5,524288
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,16393.948289,151.237811,"ops/s",0.5,1048576
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,16185.763414,88.792792,"ops/s",0.5,2097152
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,15861.319029,35.140924,"ops/s",0.5,4194304
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,15671.071627,27.779141,"ops/s",0.5,8388608
"thrive.BenchmarkGet_ClojurePersistentHashMap.missingGetClojurePersistentHashMap","thrpt",1,60,14288.048415,68.649114,"ops/s",0.5,16777316
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,211699.823920,693.142915,"ops/s",0.5,1
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,212561.875766,106.635813,"ops/s",0.5,2
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,211585.110853,684.219771,"ops/s",0.5,4
"thrive.BenchmarkGet_IntHamt32Kotlin.hittingGetIntHamt32Kotlin","thrpt",1,60,210383.951488,1801.887625,"ops/s",0.5,8
