test,name,amount,size
rand,ScalaTreeMap,512,41136
rand,ScalaTreeMap,1024,82096
rand,ScalaTreeMap,2048,164016
rand,ScalaTreeMap,4096,327856
rand,ScalaTreeMap,8192,655536
rand,ScalaTreeMap,16384,1310896
rand,ScalaTreeMap,32768,2621592
rand,ScalaTreeMap,65536,5243032
rand,ScalaTreeMap,131072,10485912
rand,ScalaTreeMap,262144,20971672
rand,ScalaTreeMap,524288,41943192
rand,ScalaTreeMap,1048576,83886232
rand,ScalaTreeMap,2097152,167772312
rand,ScalaTreeMap,4194304,335544472
rand,ScalaTreeMap,8388608,671088792
rand,ScalaIntMap,1,56
rand,ScalaIntMap,2,128
rand,ScalaIntMap,4,272
rand,ScalaIntMap,8,560
rand,ScalaIntMap,16,1136
rand,ScalaIntMap,32,2288
rand,ScalaIntMap,64,4592
rand,ScalaIntMap,128,9200
rand,ScalaIntMap,256,18416
rand,ScalaIntMap,512,36848
rand,ScalaIntMap,1024,73712
rand,ScalaIntMap,2048,147440
rand,ScalaIntMap,4096,294896
rand,ScalaIntMap,8192,589808
rand,ScalaIntMap,16384,1179632
rand,ScalaIntMap,32768,2359280
rand,ScalaIntMap,65536,4718576
rand,ScalaIntMap,131072,9437168
rand,ScalaIntMap,262144,18874352
rand,ScalaIntMap,524288,37748720
rand,ScalaIntMap,1048576,75497456
rand,ScalaIntMap,2097152,150994928
rand,ScalaIntMap,4194304,301989872
rand,ScalaIntMap,8388608,603979760
rand,IntChamp32Java,1,144
rand,IntChamp32Java,2,160
rand,IntChamp32Java,4,240
rand,IntChamp32Java,8,400
rand,IntChamp32Java,16,744
rand,IntChamp32Java,32,1896
rand,IntChamp32Java,64,3944
rand,IntChamp32Java,128,7208
rand,IntChamp32Java,256,12392
rand,IntChamp32Java,512,22632
rand,IntChamp32Java,1024,59880
rand,IntChamp32Java,2048,129832
rand,IntChamp32Java,4096,228968
rand,IntChamp32Java,8192,395368
rand,IntChamp32Java,16384,723048
rand,IntChamp32Java,32768,1906064
rand,IntChamp32Java,65536,4134608
rand,IntChamp32Java,131072,7331664
rand,IntChamp32Java,262144,12650128
rand,IntChamp32Java,524288,23136336
rand,IntChamp32Java,1048576,60882064
rand,IntChamp32Java,2097152,132154512
rand,IntChamp32Java,4194304,234679248
rand,IntChamp32Java,8388608,404801104
rand,IntImplicitKeyHamtKotlin,1,560
rand,IntImplicitKeyHamtKotlin,2,1016
rand,IntImplicitKeyHamtKotlin,4,1928
rand,IntImplicitKeyHamtKotlin,8,3752
rand,IntImplicitKeyHamtKotlin,16,7400
rand,IntImplicitKeyHamtKotlin,32,14184
rand,IntImplicitKeyHamtKotlin,64,27176
rand,IntImplicitKeyHamtKotlin,128,52328
rand,IntImplicitKeyHamtKotlin,256,102504
rand,IntImplicitKeyHamtKotlin,512,202856
rand,IntImplicitKeyHamtKotlin,1024,386792
rand,IntImplicitKeyHamtKotlin,2048,735528
rand,IntImplicitKeyHamtKotlin,4096,1411048
rand,IntImplicitKeyHamtKotlin,8192,2754664
rand,IntImplicitKeyHamtKotlin,16384,5441640
rand,IntImplicitKeyHamtKotlin,32768,10287912
rand,IntImplicitKeyHamtKotlin,65536,19335976
rand,IntImplicitKeyHamtKotlin,131072,36759208
rand,IntImplicitKeyHamtKotlin,262144,71370856
rand,IntImplicitKeyHamtKotlin,524288,140576872
rand,IntImplicitKeyHamtKotlin,1048576,262214696
rand,IntImplicitKeyHamtKotlin,2097152,484508904
rand,IntImplicitKeyHamtKotlin,4194304,907874408
rand,IntImplicitKeyHamtKotlin,8388608,1746994408
rand,ClojureHashMap,1,128
rand,ClojureHashMap,2,144
rand,ClojureHashMap,4,224
rand,ClojureHashMap,8,384
rand,ClojureHashMap,16,1328
rand,ClojureHashMap,32,3160
rand,ClojureHashMap,64,4888
rand,ClojureHashMap,128,8656
rand,ClojureHashMap,256,16944
rand,ClojureHashMap,512,36200
rand,ClojureHashMap,1024,100528
rand,ClojureHashMap,2048,160816
rand,ClojureHashMap,4096,273240
rand,ClojureHashMap,8192,526776
rand,ClojureHashMap,16384,1203368
rand,ClojureHashMap,32768,3161904
rand,ClojureHashMap,65536,5112288
rand,ClojureHashMap,131072,8676112
rand,ClojureHashMap,262144,16699488
rand,ClojureHashMap,524288,38791744
rand,ClojureHashMap,1048576,101005056
rand,ClojureHashMap,2097152,163648784
rand,ClojureHashMap,4194304,277708560
rand,ClojureHashMap,8388608,533090272
rand,RadixTreeRedux,1,128
rand,RadixTreeRedux,2,136
rand,RadixTreeRedux,4,176
rand,RadixTreeRedux,8,240
rand,RadixTreeRedux,16,368
rand,RadixTreeRedux,32,624
rand,RadixTreeRedux,64,1248
rand,RadixTreeRedux,128,2384
rand,RadixTreeRedux,256,4656
rand,RadixTreeRedux,512,9200
rand,RadixTreeRedux,1024,18288
rand,RadixTreeRedux,2048,36568
rand,RadixTreeRedux,4096,73032
rand,RadixTreeRedux,8192,145952
rand,RadixTreeRedux,16384,291792
rand,RadixTreeRedux,32768,583536
rand,RadixTreeRedux,65536,1167064
rand,RadixTreeRedux,131072,2334032
rand,RadixTreeRedux,262144,4667944
rand,RadixTreeRedux,524288,9335776
rand,RadixTreeRedux,1048576,18671440
rand,RadixTreeRedux,2097152,37342920
rand,RadixTreeRedux,4194304,74685768
rand,RadixTreeRedux,8388608,149371440
randcumu,IntHamt16Java,1,184
randcumu,IntHamt16Java,2,328
randcumu,IntHamt16Java,4,656
randcumu,IntHamt16Java,8,1456
randcumu,IntHamt16Java,16,4472
randcumu,IntHamt16Java,32,9224
randcumu,IntHamt16Java,64,20208
randcumu,IntHamt16Java,128,45152
randcumu,IntHamt16Java,256,113648
randcumu,IntHamt16Java,512,238720
randcumu,IntHamt16Java,1024,506880
randcumu,IntHamt16Java,2048,1091200
randcumu,IntHamt16Java,4096,2560280
randcumu,IntHamt16Java,8192,5328112
randcumu,IntHamt16Java,16384,11155648
randcumu,IntHamt16Java,32768,23505968
randcumu,IntHamt16Java,65536,53036120
randcumu,IntHamt16Java,131072,109318184
randcumu,IntHamt16Java,262144,226707944
randcumu,IntHamt16Java,524288,472443272
randcumu,IntHamt16Java,1048576,1041405632
randcumu,IntHamt16Java,2097152,2135149544
randcumu,IntHamt16Java,4194304,4399383560
randcumu,IntHamt16Java,8388608,9102319704
randcumu,IntChamp32Kotlin,1,176
randcumu,IntChamp32Kotlin,2,296
randcumu,IntChamp32Kotlin,4,632
randcumu,IntChamp32Kotlin,8,1496
randcumu,IntChamp32Kotlin,16,4016
randcumu,IntChamp32Kotlin,32,11320
randcumu,IntChamp32Kotlin,64,27256
randcumu,IntChamp32Kotlin,128,61232
randcumu,IntChamp32Kotlin,256,126040
randcumu,IntChamp32Kotlin,512,287680
randcumu,IntChamp32Kotlin,1024,661752
randcumu,IntChamp32Kotlin,2048,1475696
randcumu,IntChamp32Kotlin,4096,3118944
randcumu,IntChamp32Kotlin,8192,6575328
randcumu,IntChamp32Kotlin,16384,14285368
randcumu,IntChamp32Kotlin,32768,31337560
randcumu,IntChamp32Kotlin,65536,67448672
randcumu,IntChamp32Kotlin,131072,140846288
randcumu,IntChamp32Kotlin,262144,292399944
randcumu,IntChamp32Kotlin,524288,620606696
randcumu,IntChamp32Kotlin,1048576,1329558896
randcumu,IntChamp32Kotlin,2097152,2813138688
randcumu,IntChamp32Kotlin,4194304,5815792688
randcumu,IntChamp32Kotlin,8388608,11976868192
randcumu,ClojureTreeMap,1,192
randcumu,ClojureTreeMap,2,352
randcumu,ClojureTreeMap,4,816
randcumu,ClojureTreeMap,8,1912
randcumu,ClojureTreeMap,16,4584
randcumu,ClojureTreeMap,32,10664
randcumu,ClojureTreeMap,64,24920
randcumu,ClojureTreeMap,128,57152
randcumu,ClojureTreeMap,256,129760
randcumu,ClojureTreeMap,512,288952
randcumu,ClojureTreeMap,1024,634384
randcumu,ClojureTreeMap,2048,1397528
randcumu,ClojureTreeMap,4096,3030112
randcumu,ClojureTreeMap,8192,6538400
randcumu,ClojureTreeMap,16384,14021264
randcumu,ClojureTreeMap,32768,29974800
randcumu,ClojureTreeMap,65536,63664200
randcumu,ClojureTreeMap,131072,135519608
randcumu,ClojureTreeMap,262144,285659568
randcumu,ClojureTreeMap,524288,601170912
randcumu,ClojureTreeMap,1048576,1265334496
randcumu,ClojureTreeMap,2097152,2655386528
randcumu,ClojureTreeMap,4194304,5538568272
randcumu,ClojureTreeMap,8388608,11604185832
randcumu,PaguroTreeMap,1,248
randcumu,PaguroTreeMap,2,376
randcumu,PaguroTreeMap,4,760
randcumu,PaguroTreeMap,8,1672
randcumu,PaguroTreeMap,16,3920
randcumu,PaguroTreeMap,32,9024
randcumu,PaguroTreeMap,64,21040
randcumu,PaguroTreeMap,128,48272
randcumu,PaguroTreeMap,256,109680
randcumu,PaguroTreeMap,512,244480
randcumu,PaguroTreeMap,1024,537328
randcumu,PaguroTreeMap,2048,1184944
randcumu,PaguroTreeMap,4096,2571264
randcumu,PaguroTreeMap,8192,5552384
randcumu,PaguroTreeMap,16384,11913936
randcumu,PaguroTreeMap,32768,25483992
randcumu,PaguroTreeMap,65536,54152120
randcumu,PaguroTreeMap,131072,115325416
randcumu,PaguroTreeMap,262144,243181752
randcumu,PaguroTreeMap,524288,511951576
randcumu,PaguroTreeMap,1048576,1077896840
randcumu,PaguroTreeMap,2097152,2262691656
randcumu,PaguroTreeMap,4194304,4720637128
randcumu,PaguroTreeMap,8388608,9893029624
randcumu,ArrayMap,1,624
randcumu,ArrayMap,2,1200
randcumu,ArrayMap,4,2352
randcumu,ArrayMap,8,4656
randcumu,ArrayMap,16,9264
randcumu,ArrayMap,32,18480
randcumu,ArrayMap,64,97392
randcumu,ArrayMap,128,383736
randcumu,ArrayMap,256,1529320
randcumu,ArrayMap,512,6114208
randcumu,ArrayMap,1024,24434488
randcumu,ArrayMap,2048,97693288
randcumu,ArrayMap,4096,390683848
randcumu,ArrayMap,8192,1562556808
randcumu,ArrayMap,16384,6249870088
randcumu,ArrayMap,32768,24999290336
randcumu,ArrayMap,65536,99996781456
randcumu,IntHamt32Kotlin,1,184
randcumu,IntHamt32Kotlin,2,328
randcumu,IntHamt32Kotlin,4,656
randcumu,IntHamt32Kotlin,8,1456
randcumu,IntHamt32Kotlin,16,3632
randcumu,IntHamt32Kotlin,32,10448
randcumu,IntHamt32Kotlin,64,24216
randcumu,IntHamt32Kotlin,128,55736
randcumu,IntHamt32Kotlin,256,119184
randcumu,IntHamt32Kotlin,512,269536
randcumu,IntHamt32Kotlin,1024,641216
randcumu,IntHamt32Kotlin,2048,1382696
randcumu,IntHamt32Kotlin,4096,2966256
randcumu,IntHamt32Kotlin,8192,6339688
randcumu,IntHamt32Kotlin,16384,13696272
randcumu,IntHamt32Kotlin,32768,30655464
randcumu,IntHamt32Kotlin,65536,64521912
randcumu,IntHamt32Kotlin,131072,135862048
randcumu,IntHamt32Kotlin,262144,284647456
randcumu,IntHamt32Kotlin,524288,601866776
randcumu,IntHamt32Kotlin,1048576,1307545896
randcumu,IntHamt32Kotlin,2097152,2718873128
randcumu,IntHamt32Kotlin,4194304,5656172872
randcumu,IntHamt32Kotlin,8388608,11727663688
randcumu,ClojureRrbMap,1,520
randcumu,ClojureRrbMap,2,672
randcumu,ClojureRrbMap,4,1408
randcumu,ClojureRrbMap,8,2576
randcumu,ClojureRrbMap,16,6400
randcumu,ClojureRrbMap,32,18120
randcumu,ClojureRrbMap,64,41968
randcumu,ClojureRrbMap,128,89592
randcumu,ClojureRrbMap,256,183888
randcumu,ClojureRrbMap,512,372696
randcumu,ClojureRrbMap,1024,1066232
randcumu,ClojureRrbMap,2048,2143056
randcumu,ClojureRrbMap,4096,4294200
randcumu,ClojureRrbMap,8192,8606752
randcumu,ClojureRrbMap,16384,17227768
randcumu,ClojureRrbMap,32768,44683112
randcumu,ClojureRrbMap,65536,89380992
randcumu,ClojureRrbMap,131072,178780104
randcumu,ClojureRrbMap,262144,357577632
randcumu,ClojureRrbMap,524288,715180864
randcumu,ClojureRrbMap,1048576,1757532240
randcumu,ClojureRrbMap,2097152,3515072296
randcumu,ClojureRrbMap,4194304,7030174080
randcumu,ClojureRrbMap,8388608,14060366960
randcumu,IntHamt64Java,1,184
randcumu,IntHamt64Java,2,328
randcumu,IntHamt64Java,4,656
randcumu,IntHamt64Java,8,1456
randcumu,IntHamt64Java,16,3632
randcumu,IntHamt64Java,32,13008
randcumu,IntHamt64Java,64,29848
randcumu,IntHamt64Java,128,69232
randcumu,IntHamt64Java,256,149608
randcumu,IntHamt64Java,512,319976
randcumu,IntHamt64Java,1024,704480
randcumu,IntHamt64Java,2048,1711112
randcumu,IntHamt64Java,4096,3690000
randcumu,IntHamt64Java,8192,7749656
randcumu,IntHamt64Java,16384,16127608
randcumu,IntHamt64Java,32768,33795824
randcumu,IntHamt64Java,65536,73044360
randcumu,IntHamt64Java,131072,164378912
randcumu,IntHamt64Java,262144,339831144
randcumu,IntHamt64Java,524288,696098736
randcumu,IntHamt64Java,1048576,1428014104
randcumu,IntHamt64Java,2097152,2969829696
randcumu,IntHamt64Java,4194304,6365981576
randcumu,IntHamt64Java,8388608,13624307680
randcumu,PaguroRrbMap,1,216
randcumu,PaguroRrbMap,2,352
randcumu,PaguroRrbMap,4,720
randcumu,PaguroRrbMap,8,1824
randcumu,PaguroRrbMap,16,5520
randcumu,PaguroRrbMap,32,11792
randcumu,PaguroRrbMap,64,28768
randcumu,PaguroRrbMap,128,63344
randcumu,PaguroRrbMap,256,144440
randcumu,PaguroRrbMap,512,355824
randcumu,PaguroRrbMap,1024,794536
randcumu,PaguroRrbMap,2048,1633128
randcumu,PaguroRrbMap,4096,3406736
randcumu,PaguroRrbMap,8192,7354600
randcumu,PaguroRrbMap,16384,16820424
randcumu,PaguroRrbMap,32768,36013568
randcumu,PaguroRrbMap,65536,73092984
randcumu,PaguroRrbMap,131072,150399440
randcumu,PaguroRrbMap,262144,317596400
randcumu,PaguroRrbMap,524288,702328576
randcumu,PaguroRrbMap,1048576,1480179048
randcumu,PaguroRrbMap,2097152,2993926152
randcumu,PaguroRrbMap,4194304,6122100728
randcumu,PaguroRrbMap,8388608,12781096840
randcumu,PaguroVectorMap,1,504
randcumu,PaguroVectorMap,2,640
randcumu,PaguroVectorMap,4,1344
randcumu,PaguroVectorMap,8,2448
randcumu,PaguroVectorMap,16,6144
randcumu,PaguroVectorMap,32,17608
randcumu,PaguroVectorMap,64,40944
randcumu,PaguroVectorMap,128,87544
randcumu,PaguroVectorMap,256,179792
randcumu,PaguroVectorMap,512,364504
randcumu,PaguroVectorMap,1024,1049848
randcumu,PaguroVectorMap,2048,2110288
randcumu,PaguroVectorMap,4096,4228664
randcumu,PaguroVectorMap,8192,8475680
randcumu,PaguroVectorMap,16384,16965624
randcumu,PaguroVectorMap,32768,44158824
randcumu,PaguroVectorMap,65536,88332416
randcumu,PaguroVectorMap,131072,176682952
randcumu,PaguroVectorMap,262144,353383328
randcumu,PaguroVectorMap,524288,706792256
randcumu,PaguroVectorMap,1048576,1740755024
randcumu,PaguroVectorMap,2097152,3481517864
randcumu,PaguroVectorMap,4194304,6963065216
randcumu,PaguroVectorMap,8388608,13926149232
randcumu,PaguroHashMap,1,312
randcumu,PaguroHashMap,2,472
randcumu,PaguroHashMap,4,888
randcumu,PaguroHashMap,8,1912
randcumu,PaguroHashMap,16,4752
randcumu,PaguroHashMap,32,14096
randcumu,PaguroHashMap,64,30656
randcumu,PaguroHashMap,128,65376
randcumu,PaguroHashMap,256,139904
randcumu,PaguroHashMap,512,335232
randcumu,PaguroHashMap,1024,775776
randcumu,PaguroHashMap,2048,1634272
randcumu,PaguroHashMap,4096,3406672
randcumu,PaguroHashMap,8192,7155424
randcumu,PaguroHashMap,16384,16129184
randcumu,PaguroHashMap,32768,35531520
randcumu,PaguroHashMap,65536,73763176
randcumu,PaguroHashMap,131072,152064736
randcumu,PaguroHashMap,262144,315048888
randcumu,PaguroHashMap,524288,688005728
randcumu,PaguroHashMap,1048576,1480464824
randcumu,PaguroHashMap,2097152,3048113584
randcumu,PaguroHashMap,4194304,6241563736
randcumu,PaguroHashMap,8388608,12833633832
randcumu,ScalaHashMap,1,224
randcumu,ScalaHashMap,2,392
randcumu,ScalaHashMap,4,840
randcumu,ScalaHashMap,8,1976
randcumu,ScalaHashMap,16,5152
randcumu,ScalaHashMap,32,12552
randcumu,ScalaHashMap,64,31592
randcumu,ScalaHashMap,128,69512
randcumu,ScalaHashMap,256,151976
randcumu,ScalaHashMap,512,328672
randcumu,ScalaHashMap,1024,756496
randcumu,ScalaHashMap,2048,1673120
randcumu,ScalaHashMap,4096,3571144
randcumu,ScalaHashMap,8192,7474176
randcumu,ScalaHashMap,16384,15961672
randcumu,ScalaHashMap,32768,34829512
randcumu,ScalaHashMap,65536,75133736
randcumu,ScalaHashMap,131072,157161800
randcumu,ScalaHashMap,262144,325453416
randcumu,ScalaHashMap,524288,683920840
randcumu,ScalaHashMap,1048576,1458167400
randcumu,ScalaHashMap,2097152,3090385712
randcumu,ScalaHashMap,4194304,6402580024
randcumu,ScalaHashMap,8388608,13161529136
randcumu,IntHamt32Java,1,184
randcumu,IntHamt32Java,2,328
randcumu,IntHamt32Java,4,656
randcumu,IntHamt32Java,8,1456
randcumu,IntHamt32Java,16,3632
randcumu,IntHamt32Java,32,10448
randcumu,IntHamt32Java,64,24216
randcumu,IntHamt32Java,128,55736
randcumu,IntHamt32Java,256,119184
randcumu,IntHamt32Java,512,269536
randcumu,IntHamt32Java,1024,641216
randcumu,IntHamt32Java,2048,1382696
randcumu,IntHamt32Java,4096,2966256
randcumu,IntHamt32Java,8192,6339688
randcumu,IntHamt32Java,16384,13696272
randcumu,IntHamt32Java,32768,30655464
randcumu,IntHamt32Java,65536,64521912
randcumu,IntHamt32Java,131072,135862048
randcumu,IntHamt32Java,262144,284647456
randcumu,IntHamt32Java,524288,601866776
randcumu,IntHamt32Java,1048576,1307545896
randcumu,IntHamt32Java,2097152,2718873128
randcumu,IntHamt32Java,4194304,5656172872
randcumu,IntHamt32Java,8388608,11727663688
randcumu,ScalaRrbMap,1,216
randcumu,ScalaRrbMap,2,400
randcumu,ScalaRrbMap,4,864
randcumu,ScalaRrbMap,8,2160
randcumu,ScalaRrbMap,16,6240
randcumu,ScalaRrbMap,32,20104
randcumu,ScalaRrbMap,64,43520
randcumu,ScalaRrbMap,128,90352
randcumu,ScalaRrbMap,256,183736
randcumu,ScalaRrbMap,512,373024
randcumu,ScalaRrbMap,1024,1073600
randcumu,ScalaRrbMap,2048,2446752
randcumu,ScalaRrbMap,4096,5171216
randcumu,ScalaRrbMap,8192,10623224
randcumu,ScalaRrbMap,16384,22137640
randcumu,ScalaRrbMap,32768,55003992
randcumu,ScalaRrbMap,65536,120553576
randcumu,ScalaRrbMap,131072,252907144
randcumu,ScalaRrbMap,262144,515056760
randcumu,ScalaRrbMap,524288,1048906512
randcumu,ScalaRrbMap,1048576,2400740216
randcumu,ScalaRrbMap,2097152,5142945704
randcumu,ScalaRrbMap,4194304,10663661200
randcumu,ScalaRrbMap,8388608,21783099352
randcumu,SdkMap,1,232
randcumu,SdkMap,2,456
randcumu,SdkMap,4,1160
randcumu,SdkMap,8,3336
randcumu,SdkMap,16,10784
randcumu,SdkMap,32,37920
randcumu,SdkMap,64,141344
randcumu,SdkMap,128,544800
randcumu,SdkMap,256,2138144
randcumu,SdkMap,512,8470560
randcumu,SdkMap,1024,33718304
randcumu,SdkMap,2048,134545440
randcumu,SdkMap,4096,537526304
randcumu,SdkMap,8192,2148794400
randcumu,SdkMap,16384,8592556064
randcumu,IntChamp64Java,1,176
randcumu,IntChamp64Java,2,296
randcumu,IntChamp64Java,4,632
randcumu,IntChamp64Java,8,1496
randcumu,IntChamp64Java,16,4016
randcumu,IntChamp64Java,32,13880
randcumu,IntChamp64Java,64,31912
randcumu,IntChamp64Java,128,70608
randcumu,IntChamp64Java,256,143336
randcumu,IntChamp64Java,512,313696
randcumu,IntChamp64Java,1024,722344
randcumu,IntChamp64Java,2048,1765232
randcumu,IntChamp64Java,4096,3712592
randcumu,IntChamp64Java,8192,7595984
randcumu,IntChamp64Java,16384,15759096
randcumu,IntChamp64Java,32768,33540120
randcumu,IntChamp64Java,65536,75044368
randcumu,IntChamp64Java,131072,165031672
randcumu,IntChamp64Java,262144,334368896
randcumu,IntChamp64Java,524288,679219680
randcumu,IntChamp64Java,1048576,1393957120
randcumu,IntChamp64Java,2097152,2923760216
randcumu,IntChamp64Java,4194304,6384588416
randcumu,IntChamp64Java,8388608,13449301112
randcumu,ScalaTreeMap,1,288
randcumu,ScalaTreeMap,2,440
randcumu,ScalaTreeMap,4,904
randcumu,ScalaTreeMap,8,2000
randcumu,ScalaTreeMap,16,4608
randcumu,ScalaTreeMap,32,10672
randcumu,ScalaTreeMap,64,24816
randcumu,ScalaTreeMap,128,56744
randcumu,ScalaTreeMap,256,129000
randcumu,ScalaTreeMap,512,287456
randcumu,ScalaTreeMap,1024,630968
randcumu,ScalaTreeMap,2048,1390512
randcumu,ScalaTreeMap,4096,3016056
randcumu,ScalaTreeMap,8192,6509624
randcumu,ScalaTreeMap,16384,13965592
randcumu,ScalaTreeMap,32768,29863496
randcumu,ScalaTreeMap,65536,63439536
randcumu,ScalaTreeMap,131072,135068592
randcumu,ScalaTreeMap,262144,284762504
randcumu,ScalaTreeMap,524288,599370232
randcumu,ScalaTreeMap,1048576,1261732648
randcumu,ScalaTreeMap,2097152,2648201512
randcumu,ScalaTreeMap,4194304,5524192120
randcumu,ScalaTreeMap,8388608,11575440976
randcumu,ScalaIntMap,1,88
randcumu,ScalaIntMap,2,168
randcumu,ScalaIntMap,4,408
randcumu,ScalaIntMap,8,1008
randcumu,ScalaIntMap,16,2608
randcumu,ScalaIntMap,32,6208
randcumu,ScalaIntMap,64,14848
randcumu,ScalaIntMap,128,35168
randcumu,ScalaIntMap,256,80288
randcumu,ScalaIntMap,512,180528
randcumu,ScalaIntMap,1024,400928
randcumu,ScalaIntMap,2048,885088
randcumu,ScalaIntMap,4096,1937208
randcumu,ScalaIntMap,8192,4199848
randcumu,ScalaIntMap,16384,9055928
randcumu,ScalaIntMap,32768,19426168
randcumu,ScalaIntMap,65536,41474728
randcumu,ScalaIntMap,131072,88189048
randcumu,ScalaIntMap,262144,186835728
randcumu,ScalaIntMap,524288,394659928
randcumu,ScalaIntMap,1048576,831229328
randcumu,ScalaIntMap,2097152,1746318088
randcumu,ScalaIntMap,4194304,3660472648
randcumu,ScalaIntMap,8388608,7656329168
randcumu,IntChamp32Java,1,176
randcumu,IntChamp32Java,2,296
randcumu,IntChamp32Java,4,632
randcumu,IntChamp32Java,8,1496
randcumu,IntChamp32Java,16,4016
randcumu,IntChamp32Java,32,11320
randcumu,IntChamp32Java,64,27256
randcumu,IntChamp32Java,128,61232
randcumu,IntChamp32Java,256,126040
randcumu,IntChamp32Java,512,287680
randcumu,IntChamp32Java,1024,661752
randcumu,IntChamp32Java,2048,1475696
randcumu,IntChamp32Java,4096,3118944
randcumu,IntChamp32Java,8192,6575328
randcumu,IntChamp32Java,16384,14285368
randcumu,IntChamp32Java,32768,31337560
randcumu,IntChamp32Java,65536,67448672
randcumu,IntChamp32Java,131072,140846288
randcumu,IntChamp32Java,262144,292399944
randcumu,IntChamp32Java,524288,620606696
randcumu,IntChamp32Java,1048576,1329558896
randcumu,IntChamp32Java,2097152,2813138688
randcumu,IntChamp32Java,4194304,5815792688
randcumu,IntChamp32Java,8388608,11976868192
randcumu,IntImplicitKeyHamtKotlin,1,592
randcumu,IntImplicitKeyHamtKotlin,2,1144
randcumu,IntImplicitKeyHamtKotlin,4,2272
randcumu,IntImplicitKeyHamtKotlin,8,4624
randcumu,IntImplicitKeyHamtKotlin,16,9712
randcumu,IntImplicitKeyHamtKotlin,32,21000
randcumu,IntImplicitKeyHamtKotlin,64,45424
randcumu,IntImplicitKeyHamtKotlin,128,97656
randcumu,IntImplicitKeyHamtKotlin,256,203632
randcumu,IntImplicitKeyHamtKotlin,512,430608
randcumu,IntImplicitKeyHamtKotlin,1024,912440
randcumu,IntImplicitKeyHamtKotlin,2048,1942328
randcumu,IntImplicitKeyHamtKotlin,4096,4084552
randcumu,IntImplicitKeyHamtKotlin,8192,8517832
randcumu,IntImplicitKeyHamtKotlin,16384,17799336
randcumu,IntImplicitKeyHamtKotlin,32768,37273888
randcumu,IntImplicitKeyHamtKotlin,65536,78235768
randcumu,IntImplicitKeyHamtKotlin,131072,163177832
randcumu,IntImplicitKeyHamtKotlin,262144,337557984
randcumu,IntImplicitKeyHamtKotlin,524288,699602576
randcumu,IntImplicitKeyHamtKotlin,1048576,1452760176
randcumu,IntImplicitKeyHamtKotlin,2097152,3023890360
randcumu,IntImplicitKeyHamtKotlin,4194304,6262148608
randcumu,IntImplicitKeyHamtKotlin,8388608,12883569560
randcumu,ClojureHashMap,1,160
randcumu,ClojureHashMap,2,264
randcumu,ClojureHashMap,4,568
randcumu,ClojureHashMap,8,1368
randcumu,ClojureHashMap,16,4544
randcumu,ClojureHashMap,32,12528
randcumu,ClojureHashMap,64,29208
randcumu,ClojureHashMap,128,64328
randcumu,ClojureHashMap,256,141920
randcumu,ClojureHashMap,512,318360
randcumu,ClojureHashMap,1024,755648
randcumu,ClojureHashMap,2048,1613272
randcumu,ClojureHashMap,4096,3388944
randcumu,ClojureHashMap,8192,7153608
randcumu,ClojureHashMap,16384,15492232
randcumu,ClojureHashMap,32768,34598368
randcumu,ClojureHashMap,65536,72584800
randcumu,ClojureHashMap,131072,150320208
randcumu,ClojureHashMap,262144,312664080
randcumu,ClojureHashMap,524288,663899656
randcumu,ClojureHashMap,1048576,1442232736
randcumu,ClojureHashMap,2097152,2993752184
randcumu,ClojureHashMap,4194304,6152160568
randcumu,ClojureHashMap,8388608,12688275032
randcumu,RadixTreeRedux,1,160
randcumu,RadixTreeRedux,2,288
randcumu,RadixTreeRedux,4,640
randcumu,RadixTreeRedux,8,1712
randcumu,RadixTreeRedux,16,5344
randcumu,RadixTreeRedux,32,18648
randcumu,RadixTreeRedux,64,42680
randcumu,RadixTreeRedux,128,89224
randcumu,RadixTreeRedux,256,187568
randcumu,RadixTreeRedux,512,408880
randcumu,RadixTreeRedux,1024,949864
randcumu,RadixTreeRedux,2048,2033008
randcumu,RadixTreeRedux,4096,4133592
randcumu,RadixTreeRedux,8192,8531112
randcumu,RadixTreeRedux,16384,18113480
randcumu,RadixTreeRedux,32768,40424520
randcumu,RadixTreeRedux,65536,85047576
randcumu,RadixTreeRedux,131072,172197568
randcumu,RadixTreeRedux,262144,352787912
randcumu,RadixTreeRedux,524288,739137272
randcumu,RadixTreeRedux,1048576,1612499528
randcumu,RadixTreeRedux,2097152,3359223368
randcumu,RadixTreeRedux,4194304,6785561592
randcumu,RadixTreeRedux,8388608,13839568752
