test,name,amount,size
lincumu,PaguroRrbMap,64,15224
lincumu,PaguroRrbMap,128,30528
lincumu,PaguroRrbMap,256,61232
lincumu,PaguroRrbMap,512,123024
lincumu,PaguroRrbMap,1024,248144
lincumu,PaguroRrbMap,2048,498824
lincumu,PaguroRrbMap,4096,1001080
lincumu,PaguroRrbMap,8192,2008664
lincumu,PaguroRrbMap,16384,4036120
lincumu,PaguroRrbMap,32768,8140184
lincumu,PaguroRrbMap,65536,16356688
lincumu,PaguroRrbMap,131072,32814400
lincumu,PaguroRrbMap,262144,65828128
lincumu,PaguroRrbMap,524288,132248800
lincumu,PaguroRrbMap,1048576,266663008
lincumu,PaguroRrbMap,2097152,535753752
lincumu,PaguroRrbMap,4194304,1074721800
lincumu,PaguroRrbMap,8388608,2155803624
lincumu,PaguroVectorMap,1,496
lincumu,PaguroVectorMap,2,616
lincumu,PaguroVectorMap,4,880
lincumu,PaguroVectorMap,8,1504
lincumu,PaguroVectorMap,16,3136
lincumu,PaguroVectorMap,32,7936
lincumu,PaguroVectorMap,64,15832
lincumu,PaguroVectorMap,128,31624
lincumu,PaguroVectorMap,256,63208
lincumu,PaguroVectorMap,512,126376
lincumu,PaguroVectorMap,1024,252712
lincumu,PaguroVectorMap,2048,515056
lincumu,PaguroVectorMap,4096,1040368
lincumu,PaguroVectorMap,8192,2090992
lincumu,PaguroVectorMap,16384,4192240
lincumu,PaguroVectorMap,32768,8394736
lincumu,PaguroVectorMap,65536,17118904
lincumu,PaguroVectorMap,131072,34567864
lincumu,PaguroVectorMap,262144,69465784
lincumu,PaguroVectorMap,524288,139261624
lincumu,PaguroVectorMap,1048576,278853304
lincumu,PaguroVectorMap,2097152,568259968
lincumu,PaguroVectorMap,4194304,1147073920
lincumu,PaguroVectorMap,8388608,2304701824
lincumu,PaguroHashMap,1,288
lincumu,PaguroHashMap,2,472
lincumu,PaguroHashMap,4,888
lincumu,PaguroHashMap,8,1912
lincumu,PaguroHashMap,16,4728
lincumu,PaguroHashMap,32,14072
lincumu,PaguroHashMap,64,30456
lincumu,PaguroHashMap,128,64760
lincumu,PaguroHashMap,256,139512
lincumu,PaguroHashMap,512,313592
lincumu,PaguroHashMap,1024,780536
lincumu,PaguroHashMap,2048,1640696
lincumu,PaguroHashMap,4096,3410168
lincumu,PaguroHashMap,8192,7145720
lincumu,PaguroHashMap,16384,15403256
lincumu,PaguroHashMap,32768,35719416
lincumu,PaguroHashMap,65536,73992440
lincumu,PaguroHashMap,131072,152111352
lincumu,PaguroHashMap,262144,314640632
lincumu,PaguroHashMap,524288,664865016
lincumu,PaguroHashMap,1048576,1486948600
lincumu,PaguroHashMap,2097152,3055618296
lincumu,PaguroHashMap,4194304,6243289336
lincumu,PaguroHashMap,8388608,12819958008
lincumu,ScalaHashMap,1,200
lincumu,ScalaHashMap,2,392
lincumu,ScalaHashMap,4,840
lincumu,ScalaHashMap,8,1976
lincumu,ScalaHashMap,16,5208
lincumu,ScalaHashMap,32,15568
lincumu,ScalaHashMap,64,34920
lincumu,ScalaHashMap,128,71000
lincumu,ScalaHashMap,256,150856
lincumu,ScalaHashMap,512,331720
lincumu,ScalaHashMap,1024,756600
lincumu,ScalaHashMap,2048,1679880
lincumu,ScalaHashMap,4096,3574048
lincumu,ScalaHashMap,8192,7478112
lincumu,ScalaHashMap,16384,16001992
lincumu,ScalaHashMap,32768,34806840
lincumu,ScalaHashMap,65536,75035232
lincumu,ScalaHashMap,131072,157025672
lincumu,ScalaHashMap,262144,325245472
lincumu,ScalaHashMap,524288,683797920
lincumu,ScalaHashMap,1048576,1458129312
lincumu,ScalaHashMap,2097152,3090118680
lincumu,ScalaHashMap,4194304,6402251976
lincumu,ScalaHashMap,8388608,13161326528
lincumu,IntHamt32Java,1,184
lincumu,IntHamt32Java,2,328
lincumu,IntHamt32Java,4,656
lincumu,IntHamt32Java,8,1456
lincumu,IntHamt32Java,16,3632
lincumu,IntHamt32Java,32,10288
lincumu,IntHamt32Java,64,28104
lincumu,IntHamt32Java,128,58568
lincumu,IntHamt32Java,256,124104
lincumu,IntHamt32Java,512,273608
lincumu,IntHamt32Java,1024,646344
lincumu,IntHamt32Java,2048,1535944
lincumu,IntHamt32Java,4096,3149768
lincumu,IntHamt32Java,8192,6524872
lincumu,IntHamt32Java,16384,13864904
lincumu,IntHamt32Java,32768,30904264
lincumu,IntHamt32Java,65536,69595080
lincumu,IntHamt32Java,131072,141684680
lincumu,IntHamt32Java,262144,290582472
lincumu,IntHamt32Java,524288,607252424
lincumu,IntHamt32Java,1048576,1316089800
lincumu,IntHamt32Java,2097152,2881351624
lincumu,IntHamt32Java,4194304,5842530248
lincumu,IntHamt32Java,8388608,11915882440
lincumu,ScalaRrbMap,1,208
lincumu,ScalaRrbMap,2,376
lincumu,ScalaRrbMap,4,736
lincumu,ScalaRrbMap,8,1552
lincumu,ScalaRrbMap,16,3568
lincumu,ScalaRrbMap,32,9136
lincumu,ScalaRrbMap,64,22472
lincumu,ScalaRrbMap,128,49144
lincumu,ScalaRrbMap,256,102488
lincumu,ScalaRrbMap,512,209176
lincumu,ScalaRrbMap,1024,422552
lincumu,ScalaRrbMap,2048,858544
lincumu,ScalaRrbMap,4096,1730528
lincumu,ScalaRrbMap,8192,3474496
lincumu,ScalaRrbMap,16384,6962432
lincumu,ScalaRrbMap,32768,13938304
lincumu,ScalaRrbMap,65536,28177048
lincumu,ScalaRrbMap,131072,56654536
lincumu,ScalaRrbMap,262144,113609512
lincumu,ScalaRrbMap,524288,227519464
lincumu,ScalaRrbMap,1048576,455339368
lincumu,ScalaRrbMap,2097152,920154496
lincumu,ScalaRrbMap,4194304,1849784752
lincumu,ScalaRrbMap,8388608,3709045264
lincumu,SdkMap,1,208
lincumu,SdkMap,2,456
lincumu,SdkMap,4,1160
lincumu,SdkMap,8,3336
lincumu,SdkMap,16,10760
lincumu,SdkMap,32,37896
lincumu,SdkMap,64,141320
lincumu,SdkMap,128,544776
lincumu,SdkMap,256,2138120
lincumu,SdkMap,512,8470536
lincumu,SdkMap,1024,33718280
lincumu,SdkMap,2048,134545416
lincumu,SdkMap,4096,537526280
lincumu,SdkMap,8192,2148794376
lincumu,SdkMap,16384,8592556040
lincumu,IntChamp64Java,1,152
lincumu,IntChamp64Java,2,296
lincumu,IntChamp64Java,4,632
lincumu,IntChamp64Java,8,1496
lincumu,IntChamp64Java,16,3992
lincumu,IntChamp64Java,32,12056
lincumu,IntChamp64Java,64,40856
lincumu,IntChamp64Java,128,80280
lincumu,IntChamp64Java,256,160664
lincumu,IntChamp64Java,512,327576
lincumu,IntChamp64Java,1024,685976
lincumu,IntChamp64Java,2048,1501080
lincumu,IntChamp64Java,4096,3753880
lincumu,IntChamp64Java,8192,7858072
lincumu,IntChamp64Java,16384,16164760
lincumu,IntChamp64Java,32768,33171352
lincumu,IntChamp64Java,65536,68757400
lincumu,IntChamp64Java,131072,146220952
lincumu,IntChamp64Java,262144,332343192
lincumu,IntChamp64Java,524288,685451160
lincumu,IntChamp64Java,1048576,1397958552
lincumu,IntChamp64Java,2097152,2848139160
lincumu,IntChamp64Java,4194304,5849163672
lincumu,IntChamp64Java,8388608,12253865880
lincumu,ScalaTreeMap,1,264
lincumu,ScalaTreeMap,2,440
lincumu,ScalaTreeMap,4,904
lincumu,ScalaTreeMap,8,2112
lincumu,ScalaTreeMap,16,5144
lincumu,ScalaTreeMap,32,12496
lincumu,ScalaTreeMap,64,29832
lincumu,ScalaTreeMap,128,69824
lincumu,ScalaTreeMap,256,160504
lincumu,ScalaTreeMap,512,363312
lincumu,ScalaTreeMap,1024,811880
lincumu,ScalaTreeMap,2048,1794976
lincumu,ScalaTreeMap,4096,3933144
lincumu,ScalaTreeMap,8192,8553488
lincumu,ScalaTreeMap,16384,18482248
lincumu,ScalaTreeMap,32768,39715968
lincumu,ScalaTreeMap,65536,84935864
lincumu,ScalaTreeMap,131072,180880624
lincumu,ScalaTreeMap,262144,383780136
lincumu,ScalaTreeMap,524288,811599200
lincumu,ScalaTreeMap,1048576,1711277464
lincumu,ScalaTreeMap,2097152,3598714320
lincumu,ScalaTreeMap,4194304,7549748744
lincumu,ScalaTreeMap,8388608,15804139072
lincumu,ScalaIntMap,1,88
lincumu,ScalaIntMap,2,168
lincumu,ScalaIntMap,4,368
lincumu,ScalaIntMap,8,848
lincumu,ScalaIntMap,16,1968
lincumu,ScalaIntMap,32,4528
lincumu,ScalaIntMap,64,10288
lincumu,ScalaIntMap,128,23088
lincumu,ScalaIntMap,256,51248
lincumu,ScalaIntMap,512,112688
lincumu,ScalaIntMap,1024,245808
lincumu,ScalaIntMap,2048,532528
lincumu,ScalaIntMap,4096,1146928
lincumu,ScalaIntMap,8192,2457648
lincumu,ScalaIntMap,16384,5242928
lincumu,ScalaIntMap,32768,11141168
lincumu,ScalaIntMap,65536,23593008
lincumu,ScalaIntMap,131072,49807408
lincumu,ScalaIntMap,262144,104857648
lincumu,ScalaIntMap,524288,220201008
lincumu,ScalaIntMap,1048576,461373488
lincumu,ScalaIntMap,2097152,964689968
lincumu,ScalaIntMap,4194304,2013265968
lincumu,ScalaIntMap,8388608,4194304048
lincumu,IntChamp32Java,1,152
lincumu,IntChamp32Java,2,296
lincumu,IntChamp32Java,4,632
lincumu,IntChamp32Java,8,1496
lincumu,IntChamp32Java,16,3992
lincumu,IntChamp32Java,32,12056
lincumu,IntChamp32Java,64,30616
lincumu,IntChamp32Java,128,61336
lincumu,IntChamp32Java,256,128920
lincumu,IntChamp32Java,512,288664
lincumu,IntChamp32Java,1024,706456
lincumu,IntChamp32Java,2048,1619864
lincumu,IntChamp32Java,4096,3241880
lincumu,IntChamp32Java,8192,6682520
lincumu,IntChamp32Java,16384,14350232
lincumu,IntChamp32Java,32768,32831384
lincumu,IntChamp32Java,65536,72284056
lincumu,IntChamp32Java,131072,144635800
lincumu,IntChamp32Java,262144,295630744
lincumu,IntChamp32Java,524288,622786456
lincumu,IntChamp32Java,1048576,1377761176
lincumu,IntChamp32Java,2097152,2967402392
lincumu,IntChamp32Java,4194304,5936969624
lincumu,IntChamp32Java,8388608,12077430680
lincumu,IntImplicitKeyHamtKotlin,1,592
lincumu,IntImplicitKeyHamtKotlin,2,1144
lincumu,IntImplicitKeyHamtKotlin,4,2272
lincumu,IntImplicitKeyHamtKotlin,8,4624
lincumu,IntImplicitKeyHamtKotlin,16,9712
lincumu,IntImplicitKeyHamtKotlin,32,21424
lincumu,IntImplicitKeyHamtKotlin,64,47024
lincumu,IntImplicitKeyHamtKotlin,128,98992
lincumu,IntImplicitKeyHamtKotlin,256,206000
lincumu,IntImplicitKeyHamtKotlin,512,432304
lincumu,IntImplicitKeyHamtKotlin,1024,934064
lincumu,IntImplicitKeyHamtKotlin,2048,2007216
lincumu,IntImplicitKeyHamtKotlin,4096,4178096
lincumu,IntImplicitKeyHamtKotlin,8192,8618160
lincumu,IntImplicitKeyHamtKotlin,16384,17891504
lincumu,IntImplicitKeyHamtKotlin,32768,38011056
lincumu,IntImplicitKeyHamtKotlin,65536,80478384
lincumu,IntImplicitKeyHamtKotlin,131072,166199472
lincumu,IntImplicitKeyHamtKotlin,262144,340787376
lincumu,IntImplicitKeyHamtKotlin,524288,702546096
lincumu,IntImplicitKeyHamtKotlin,1048576,1476395184
lincumu,IntImplicitKeyHamtKotlin,2097152,3095396528
lincumu,IntImplicitKeyHamtKotlin,4194304,6358565040
lincumu,IntImplicitKeyHamtKotlin,8388608,12985565360
lincumu,ClojureHashMap,1,136
lincumu,ClojureHashMap,2,264
lincumu,ClojureHashMap,4,568
lincumu,ClojureHashMap,8,1368
lincumu,ClojureHashMap,16,4344
lincumu,ClojureHashMap,32,13000
lincumu,ClojureHashMap,64,29824
lincumu,ClojureHashMap,128,64784
lincumu,ClojureHashMap,256,142000
lincumu,ClojureHashMap,512,321192
lincumu,ClojureHashMap,1024,752288
lincumu,ClojureHashMap,2048,1615056
lincumu,ClojureHashMap,4096,3389768
lincumu,ClojureHashMap,8192,7153336
lincumu,ClojureHashMap,16384,15502864
lincumu,ClojureHashMap,32768,34583120
lincumu,ClojureHashMap,65536,72576496
lincumu,ClojureHashMap,131072,150329912
lincumu,ClojureHashMap,262144,312681160
lincumu,ClojureHashMap,524288,663835224
lincumu,ClojureHashMap,1048576,1442469840
lincumu,ClojureHashMap,2097152,2993931976
lincumu,ClojureHashMap,4194304,6152207456
lincumu,ClojureHashMap,8388608,12688570608
lincumu,RadixTreeRedux,1,152
lincumu,RadixTreeRedux,2,264
lincumu,RadixTreeRedux,4,512
lincumu,RadixTreeRedux,8,1104
lincumu,RadixTreeRedux,16,2672
lincumu,RadixTreeRedux,32,7344
lincumu,RadixTreeRedux,64,22832
lincumu,RadixTreeRedux,128,49712
lincumu,RadixTreeRedux,256,105008
lincumu,RadixTreeRedux,512,221744
lincumu,RadixTreeRedux,1024,479792
lincumu,RadixTreeRedux,2048,1094192
lincumu,RadixTreeRedux,4096,2322992
lincumu,RadixTreeRedux,8192,4830240
lincumu,RadixTreeRedux,16384,10041344
lincumu,RadixTreeRedux,32768,21249984
lincumu,RadixTreeRedux,65536,46812992
lincumu,RadixTreeRedux,131072,97938760
lincumu,RadixTreeRedux,262144,201764152
lincumu,RadixTreeRedux,524288,415706392
lincumu,RadixTreeRedux,1048576,868756696
lincumu,RadixTreeRedux,2097152,1875520600
lincumu,RadixTreeRedux,4194304,3889047912
lincumu,RadixTreeRedux,8388608,7966435672
rand,IntHamt16Java,1,152
rand,IntHamt16Java,2,160
rand,IntHamt16Java,4,184
rand,IntHamt16Java,8,232
rand,IntHamt16Java,16,1480
rand,IntHamt16Java,32,2072
rand,IntHamt16Java,64,2432
rand,IntHamt16Java,128,3208
rand,IntHamt16Java,256,22296
rand,IntHamt16Java,512,30632
rand,IntHamt16Java,1024,38432
rand,IntHamt16Java,2048,50736
rand,IntHamt16Java,4096,365736
rand,IntHamt16Java,8192,495736
rand,IntHamt16Java,16384,613720
rand,IntHamt16Java,32768,812104
rand,IntHamt16Java,65536,5873312
rand,IntHamt16Java,131072,7878072
rand,IntHamt16Java,262144,9824936
rand,IntHamt16Java,524288,12994472
rand,IntHamt16Java,1048576,93967288
rand,IntHamt16Java,2097152,126112856
rand,IntHamt16Java,4194304,157178752
rand,IntHamt16Java,8388608,207897256
rand,IntChamp32Kotlin,1,144
rand,IntChamp32Kotlin,2,160
rand,IntChamp32Kotlin,4,240
rand,IntChamp32Kotlin,8,400
rand,IntChamp32Kotlin,16,744
rand,IntChamp32Kotlin,32,1896
rand,IntChamp32Kotlin,64,3944
rand,IntChamp32Kotlin,128,7208
rand,IntChamp32Kotlin,256,12392
rand,IntChamp32Kotlin,512,22632
rand,IntChamp32Kotlin,1024,59880
rand,IntChamp32Kotlin,2048,129832
rand,IntChamp32Kotlin,4096,228968
rand,IntChamp32Kotlin,8192,395368
rand,IntChamp32Kotlin,16384,723048
rand,IntChamp32Kotlin,32768,1906064
rand,IntChamp32Kotlin,65536,4134608
rand,IntChamp32Kotlin,131072,7331664
rand,IntChamp32Kotlin,262144,12650128
rand,IntChamp32Kotlin,524288,23136336
rand,IntChamp32Kotlin,1048576,60882064
rand,IntChamp32Kotlin,2097152,132154512
rand,IntChamp32Kotlin,4194304,234679248
rand,IntChamp32Kotlin,8388608,404801104
rand,ClojureTreeMap,1,160
rand,ClojureTreeMap,2,216
rand,ClojureTreeMap,4,360
rand,ClojureTreeMap,8,648
rand,ClojureTreeMap,16,1264
rand,ClojureTreeMap,32,2448
rand,ClojureTreeMap,64,4768
rand,ClojureTreeMap,128,9456
rand,ClojureTreeMap,256,18736
rand,ClojureTreeMap,512,37504
rand,ClojureTreeMap,1024,74992
rand,ClojureTreeMap,2048,149904
rand,ClojureTreeMap,4096,299472
rand,ClojureTreeMap,8192,599648
rand,ClojureTreeMap,16384,1198400
rand,ClojureTreeMap,32768,2396824
rand,ClojureTreeMap,65536,4793432
rand,ClojureTreeMap,131072,9587816
rand,ClojureTreeMap,262144,19175256
rand,ClojureTreeMap,524288,38347544
rand,ClojureTreeMap,1048576,76697960
rand,ClojureTreeMap,2097152,153391848
rand,ClojureTreeMap,4194304,306782440
rand,ClojureTreeMap,8388608,613571208
rand,PaguroTreeMap,1,216
rand,PaguroTreeMap,2,264
rand,PaguroTreeMap,4,392
rand,PaguroTreeMap,8,648
rand,PaguroTreeMap,16,1200
rand,PaguroTreeMap,32,2256
rand,PaguroTreeMap,64,4320
rand,PaguroTreeMap,128,8496
rand,PaguroTreeMap,256,16752
rand,PaguroTreeMap,512,33472
rand,PaguroTreeMap,1024,66864
rand,PaguroTreeMap,2048,133584
rand,PaguroTreeMap,4096,266768
rand,PaguroTreeMap,8192,534176
rand,PaguroTreeMap,16384,1067392
rand,PaguroTreeMap,32768,2134744
rand,PaguroTreeMap,65536,4269208
rand,PaguroTreeMap,131072,8539304
rand,PaguroTreeMap,262144,17078168
rand,PaguroTreeMap,524288,34153304
rand,PaguroTreeMap,1048576,68309416
rand,PaguroTreeMap,2097152,136614696
rand,PaguroTreeMap,4194304,273228072
rand,PaguroTreeMap,8388608,546462408
rand,ArrayMap,1,592
rand,ArrayMap,2,592
rand,ArrayMap,4,592
rand,ArrayMap,8,592
rand,ArrayMap,16,592
rand,ArrayMap,32,592
rand,ArrayMap,64,1584
rand,ArrayMap,128,3072
rand,ArrayMap,256,6048
rand,ArrayMap,512,12016
rand,ArrayMap,1024,23936
rand,ArrayMap,2048,47776
rand,ArrayMap,4096,95456
rand,ArrayMap,8192,190816
rand,ArrayMap,16384,381536
rand,ArrayMap,32768,762992
rand,ArrayMap,65536,1525904
rand,ArrayMap,131072,3051712
rand,ArrayMap,262144,6103328
rand,ArrayMap,524288,12206576
rand,ArrayMap,1048576,24413072
rand,ArrayMap,2097152,48826064
rand,ArrayMap,4194304,97652032
rand,ArrayMap,8388608,195303984
rand,IntHamt32Kotlin,1,152
rand,IntHamt32Kotlin,2,160
rand,IntHamt32Kotlin,4,184
rand,IntHamt32Kotlin,8,232
rand,IntHamt32Kotlin,16,328
rand,IntHamt32Kotlin,32,2856
rand,IntHamt32Kotlin,64,3928
rand,IntHamt32Kotlin,128,4784
rand,IntHamt32Kotlin,256,6336
rand,IntHamt32Kotlin,512,9376
rand,IntHamt32Kotlin,1024,89592
rand,IntHamt32Kotlin,2048,121240
rand,IntHamt32Kotlin,4096,151440
rand,IntHamt32Kotlin,8192,200768
rand,IntHamt32Kotlin,16384,299080
rand,IntHamt32Kotlin,32768,2880224
rand,IntHamt32Kotlin,65536,3869600
rand,IntHamt32Kotlin,131072,4838832
rand,IntHamt32Kotlin,262144,6424072
rand,IntHamt32Kotlin,524288,9570880
rand,IntHamt32Kotlin,1048576,92331496
rand,IntHamt32Kotlin,2097152,123803736
rand,IntHamt32Kotlin,4194304,154869632
rand,IntHamt32Kotlin,8388608,205588136
rand,ClojureRrbMap,1,488
rand,ClojureRrbMap,2,496
rand,ClojureRrbMap,4,536
rand,ClojureRrbMap,8,600
rand,ClojureRrbMap,16,728
rand,ClojureRrbMap,32,1064
rand,ClojureRrbMap,64,1712
rand,ClojureRrbMap,128,2960
rand,ClojureRrbMap,256,5456
rand,ClojureRrbMap,512,10448
rand,ClojureRrbMap,1024,21080
rand,ClojureRrbMap,2048,41664
rand,ClojureRrbMap,4096,82848
rand,ClojureRrbMap,8192,165208
rand,ClojureRrbMap,16384,329952
rand,ClojureRrbMap,32768,660104
rand,ClojureRrbMap,65536,1319688
rand,ClojureRrbMap,131072,2638856
rand,ClojureRrbMap,262144,5277168
rand,ClojureRrbMap,524288,10553704
rand,ClojureRrbMap,1048576,21107424
rand,ClojureRrbMap,2097152,42214256
rand,ClojureRrbMap,4194304,84427872
rand,ClojureRrbMap,8388608,168855128
rand,IntHamt64Java,1,152
rand,IntHamt64Java,2,160
rand,IntHamt64Java,4,184
rand,IntHamt64Java,8,232
rand,IntHamt64Java,16,328
rand,IntHamt64Java,32,5416
rand,IntHamt64Java,64,9656
rand,IntHamt64Java,128,19088
rand,IntHamt64Java,256,40704
rand,IntHamt64Java,512,77128
rand,IntHamt64Java,1024,154384
rand,IntHamt64Java,2048,361984
rand,IntHamt64Java,4096,680000
rand,IntHamt64Java,8192,1314536
rand,IntHamt64Java,16384,2567632
rand,IntHamt64Java,32768,5084224
rand,IntHamt64Java,65536,10096408
rand,IntHamt64Java,131072,19205680
rand,IntHamt64Java,262144,36448888
rand,IntHamt64Java,524288,70649112
rand,IntHamt64Java,1048576,139182752
rand,IntHamt64Java,2097152,276222952
rand,IntHamt64Java,4194304,550264232
rand,IntHamt64Java,8388608,1040652584
rand,PaguroRrbMap,1,184
rand,PaguroRrbMap,2,192
rand,PaguroRrbMap,4,232
rand,PaguroRrbMap,8,296
rand,PaguroRrbMap,16,424
rand,PaguroRrbMap,32,680
rand,PaguroRrbMap,64,1368
rand,PaguroRrbMap,128,2616
rand,PaguroRrbMap,256,5112
rand,PaguroRrbMap,512,10104
rand,PaguroRrbMap,1024,20216
rand,PaguroRrbMap,2048,40304
rand,PaguroRrbMap,4096,80496
rand,PaguroRrbMap,8192,160872
rand,PaguroRrbMap,16384,321624
rand,PaguroRrbMap,32768,643320
rand,PaguroRrbMap,65536,1286512
rand,PaguroRrbMap,131072,2572920
rand,PaguroRrbMap,262144,5145712
rand,PaguroRrbMap,524288,10291304
rand,PaguroRrbMap,1048576,20582616
rand,PaguroRrbMap,2097152,41165152
rand,PaguroRrbMap,4194304,82330224
rand,PaguroRrbMap,8388608,164660344
rand,PaguroVectorMap,1,472
rand,PaguroVectorMap,2,480
rand,PaguroVectorMap,4,520
rand,PaguroVectorMap,8,584
rand,PaguroVectorMap,16,712
rand,PaguroVectorMap,32,1048
rand,PaguroVectorMap,64,1696
rand,PaguroVectorMap,128,2944
rand,PaguroVectorMap,256,5440
rand,PaguroVectorMap,512,10432
rand,PaguroVectorMap,1024,21064
rand,PaguroVectorMap,2048,41648
rand,PaguroVectorMap,4096,82832
rand,PaguroVectorMap,8192,165192
rand,PaguroVectorMap,16384,329936
rand,PaguroVectorMap,32768,660088
rand,PaguroVectorMap,65536,1319672
rand,PaguroVectorMap,131072,2638840
rand,PaguroVectorMap,262144,5277152
rand,PaguroVectorMap,524288,10553688
rand,PaguroVectorMap,1048576,21107408
rand,PaguroVectorMap,2097152,42214240
rand,PaguroVectorMap,4194304,84427856
rand,PaguroVectorMap,8388608,168855112
rand,PaguroHashMap,1,280
rand,PaguroHashMap,2,296
rand,PaguroHashMap,4,376
rand,PaguroHashMap,8,536
rand,PaguroHashMap,16,880
rand,PaguroHashMap,32,3560
rand,PaguroHashMap,64,5288
rand,PaguroHashMap,128,7920
rand,PaguroHashMap,256,13040
rand,PaguroHashMap,512,44176
rand,PaguroHashMap,1024,111520
rand,PaguroHashMap,2048,164768
rand,PaguroHashMap,4096,248696
rand,PaguroHashMap,8192,412400
rand,PaguroHashMap,16384,1444424
rand,PaguroHashMap,32768,3586272
rand,PaguroHashMap,65536,5258696
rand,PaguroHashMap,131072,7945288
rand,PaguroHashMap,262144,13192008
rand,PaguroHashMap,524288,46134560
rand,PaguroHashMap,1048576,114969216
rand,PaguroHashMap,2097152,168182096
rand,PaguroHashMap,4194304,254267656
rand,PaguroHashMap,8388608,422136368
rand,ScalaHashMap,1,192
rand,ScalaHashMap,2,208
rand,ScalaHashMap,4,296
rand,ScalaHashMap,8,472
rand,ScalaHashMap,16,1056
rand,ScalaHashMap,32,2608
rand,ScalaHashMap,64,5264
rand,ScalaHashMap,128,9680
rand,ScalaHashMap,256,17608
rand,ScalaHashMap,512,35808
rand,ScalaHashMap,1024,79712
rand,ScalaHashMap,2048,164120
rand,ScalaHashMap,4096,307728
rand,ScalaHashMap,8192,568272
rand,ScalaHashMap,16384,1151936
rand,ScalaHashMap,32768,2513328
rand,ScalaHashMap,65536,5245648
rand,ScalaHashMap,131072,9830560
rand,ScalaHashMap,262144,18081536
rand,ScalaHashMap,524288,36855944
rand,ScalaHashMap,1048576,80331728
rand,ScalaHashMap,2097152,168004496
rand,ScalaHashMap,4194304,314320712
rand,ScalaHashMap,8388608,577376880
rand,IntHamt32Java,1,152
rand,IntHamt32Java,2,160
rand,IntHamt32Java,4,184
rand,IntHamt32Java,8,232
rand,IntHamt32Java,16,328
rand,IntHamt32Java,32,2856
rand,IntHamt32Java,64,3928
rand,IntHamt32Java,128,4784
rand,IntHamt32Java,256,6336
rand,IntHamt32Java,512,9376
rand,IntHamt32Java,1024,89592
rand,IntHamt32Java,2048,121240
rand,IntHamt32Java,4096,151440
rand,IntHamt32Java,8192,200768
rand,IntHamt32Java,16384,299080
rand,IntHamt32Java,32768,2880224
rand,IntHamt32Java,65536,3869600
rand,IntHamt32Java,131072,4838832
rand,IntHamt32Java,262144,6424072
rand,IntHamt32Java,524288,9570880
rand,IntHamt32Java,1048576,92331496
rand,IntHamt32Java,2097152,123803736
rand,IntHamt32Java,4194304,154869632
rand,IntHamt32Java,8388608,205588136
rand,ScalaRrbMap,1,184
rand,ScalaRrbMap,2,192
rand,ScalaRrbMap,4,232
rand,ScalaRrbMap,8,296
rand,ScalaRrbMap,16,424
rand,ScalaRrbMap,32,984
rand,ScalaRrbMap,64,1544
rand,ScalaRrbMap,128,2664
rand,ScalaRrbMap,256,4904
rand,ScalaRrbMap,512,9384
rand,ScalaRrbMap,1024,18904
rand,ScalaRrbMap,2048,37384
rand,ScalaRrbMap,4096,74344
rand,ScalaRrbMap,8192,148264
rand,ScalaRrbMap,16384,296104
rand,ScalaRrbMap,32768,592344
rand,ScalaRrbMap,65536,1184264
rand,ScalaRrbMap,131072,2368104
rand,ScalaRrbMap,262144,4735784
rand,ScalaRrbMap,524288,9471144
rand,ScalaRrbMap,1048576,18942424
rand,ScalaRrbMap,2097152,37884424
rand,ScalaRrbMap,4194304,75768424
rand,ScalaRrbMap,8388608,151536424
rand,SdkMap,1,200
rand,SdkMap,2,264
rand,SdkMap,4,440
rand,SdkMap,8,792
rand,SdkMap,16,1520
rand,SdkMap,32,2928
rand,SdkMap,64,5744
rand,SdkMap,128,11376
rand,SdkMap,256,22640
rand,SdkMap,512,45168
rand,SdkMap,1024,90224
rand,SdkMap,2048,180336
rand,SdkMap,4096,360560
rand,SdkMap,8192,721008
rand,SdkMap,16384,1441904
rand,SdkMap,32768,2883672
rand,SdkMap,65536,5767256
rand,SdkMap,131072,11534424
rand,SdkMap,262144,23068760
rand,SdkMap,524288,46137432
rand,SdkMap,1048576,92274776
rand,SdkMap,2097152,184549464
rand,SdkMap,4194304,369098840
rand,SdkMap,8388608,738197592
rand,IntChamp64Java,1,144
rand,IntChamp64Java,2,160
rand,IntChamp64Java,4,240
rand,IntChamp64Java,8,400
rand,IntChamp64Java,16,744
rand,IntChamp64Java,32,4456
rand,IntChamp64Java,64,8744
rand,IntChamp64Java,128,17448
rand,IntChamp64Java,256,33192
rand,IntChamp64Java,512,64872
rand,IntChamp64Java,1024,122152
rand,IntChamp64Java,2048,343720
rand,IntChamp64Java,4096,652712
rand,IntChamp64Java,8192,1243432
rand,IntChamp64Java,16384,2411944
rand,IntChamp64Java,32768,4786768
rand,IntChamp64Java,65536,9506896
rand,IntChamp64Java,131072,18390736
rand,IntChamp64Java,262144,34747792
rand,IntChamp64Java,524288,67335312
rand,IntChamp64Java,1048576,132515024
rand,IntChamp64Java,2097152,262899280
rand,IntChamp64Java,4194304,523658576
rand,IntChamp64Java,8388608,987269264
rand,ScalaTreeMap,1,256
rand,ScalaTreeMap,2,312
rand,ScalaTreeMap,4,472
rand,ScalaTreeMap,8,792
rand,ScalaTreeMap,16,1456
rand,ScalaTreeMap,32,2736
rand,ScalaTreeMap,64,5296
rand,ScalaTreeMap,128,10416
rand,ScalaTreeMap,256,20656
