"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: density","Param: size"
"thrive.BenchmarkGet_PaguroVectorMap.hittingGetPaguroVectorMap","thrpt",1,60,15291.164232,949.741242,"ops/s",0.75,1048576
"thrive.BenchmarkGet_PaguroVectorMap.hittingGetPaguroVectorMap","thrpt",1,60,12971.258205,786.954685,"ops/s",0.75,2097152
"thrive.BenchmarkGet_PaguroVectorMap.hittingGetPaguroVectorMap","thrpt",1,60,11842.762528,640.776424,"ops/s",0.75,4194304
"thrive.BenchmarkGet_PaguroVectorMap.hittingGetPaguroVectorMap","thrpt",1,60,10606.458267,807.831224,"ops/s",0.75,8388608
"thrive.BenchmarkGet_PaguroVectorMap.hittingGetPaguroVectorMap","thrpt",1,60,9526.480163,590.557088,"ops/s",0.75,16777316
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,70806.140758,4144.104612,"ops/s",0.25,1
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,69507.339975,4423.719342,"ops/s",0.25,2
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,68460.493632,4595.754092,"ops/s",0.25,4
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,69573.244599,4481.050912,"ops/s",0.25,8
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,53997.890649,3174.475617,"ops/s",0.25,16
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,45473.299091,2840.727067,"ops/s",0.25,32
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,43449.410730,2578.711539,"ops/s",0.25,64
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,42362.464137,2474.670314,"ops/s",0.25,128
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,40580.368597,2330.419657,"ops/s",0.25,256
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,35552.896021,2475.027031,"ops/s",0.25,512
"thrive.BenchmarkGet_PaguroVectorMap.missingGetPaguroVectorMap","thrpt",1,60,35344.103431,2153.873567,"ops/s",0.25,1024
